Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2020 % Sales Growth,2019 % Sales Growth,2018 % Sales Growth,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2020 % Employee Growth,2019 % Employee Growth,2018 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/22/2023,8/22/2023,Ralph Defronzo,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Ralph Defronzo,Ralph,,Defronzo,Professional,Male,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.universityhealthsystem.com,No,2017,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Ralph,Defronzo,Professional,Male,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Terri De La Haya,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Terri De La Haya,Terri,,De La Haya,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.universityhealthsystem.com,No,2017,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Terri,De La Haya,Professional,Female,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Katherine Lacivita,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Katherine Lacivita,Katherine,,Lacivita,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.universityhealthsystem.com,No,2017,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Katherine,Lacivita,Professional,Female,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Eugenio Cersosimo,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Eugenio Cersosimo,Eugenio,,Cersosimo,Professional,Male,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.universityhealthsystem.com,No,2017,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Eugenio,Cersosimo,Professional,Male,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Avance Early Head Start SW 19th,Avance Early Head Start,526 SW 19th St,526,SW,19th,St,,San Antonio,TX,78207,4679,Priscilla Ponce,Priscilla,,Ponce,Manager,Female,12,,N/A,526 SW 19th St,526,SW,19th,St,,San Antonio,TX,78207,4679,(210) 735-9155,(210) 735-8362,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4240545,-98.536417,,Child Day Care Services,,,No,8351001,Child Day Care Services,8399001,Social Services,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,624410,Child Day Care Services,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",www.avancesa.org,No,2004,,,,0,0,0,0,0,0,0,0,12,12,12,12,0,0,0,Priscilla,Ponce,Manager,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Dianne MC Donald,,520 N Medina,520,N,Medina,,,San Antonio,TX,78207,3027,Dianne McDonald,Dianne,,McDonald,Other Contacts,Female,1,,"$84,000 ",520 N Medina,520,N,Medina,,,San Antonio,TX,78207,3027,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.430968,-98.503981,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,84000,0,0,0,0,0,0,1,,,,0,0,0,Dianne,McDonald,Other Contacts,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Any Baby Can,,519 W Houston St,519,W,Houston,St,,San Antonio,TX,78207,3106,Elyse Bernal,Elyse,Alaniz,Bernal,Chief Executive Officer,Female,17,,"$922,000 ",519 W Houston St,519,W,Houston,St,,San Antonio,TX,78207,3106,(210) 704-2222,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4267847,-98.4998952,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.anybabycansa.org,No,2003,,,,0,922000,958880,968469,939415,-4,-1,3,17,18,18,18,-6,0,0,Elyse,Bernal,Chief Executive Officer,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Boys Town,Boys Town Texas Inc,503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115,Janie Cook,Janie,,Cook,Executive Officer,Female,25,"3,536","$1,996,000 ",503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115,(210) 271-1010,(210) 271-3333,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4208644,-98.5009862,,Rehabilitation Treatment Center,Branch,,No,8093002,Rehabilitation Treatment Center,8322002,Counselors & Counseling Services,8361012,Group Homes,,,,,,,,,,,,,,,621498,All Other Outpatient Care Centers,624190,Other Individual and Family Services,623220,Residential Mental Health and Substance Abuse Facilities,,,,,,,,,,,,,,,No,25 to 99,Private,No,"5,000 to 9,999",www.boystown.org,No,1917,,,,0,1996000,3526591,3526591,2821273,-43,0,25,25,25,25,20,0,0,25,Janie,Cook,Executive Officer,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Deborah F Romo LPC,Boys Town,503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115, ,,,,,,,,N/A,503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115,(210) 271-1010,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4208644,-98.5009862,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.boystown.org,No,2019,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Germaine M Rosas Lpci,,455 S Main Ave,455,S,Main,Ave,,San Antonio,TX,78204,, ,,,,,,9,,"$332,000 ",455 S Main Ave,455,S,Main,Ave,,San Antonio,TX,78204,,(210) 616-0828,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.420462,-98.495015,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,332000,0,0,0,0,0,0,9,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Aljon Family Counseling PLLC,,4522 Fredericksburg Rd Ste A45,4522,,Fredericks,Rd,,San Antonio,TX,78201,6598,Phillip Johnson,Phillip,,Johnson,Manager,Male,9,,"$615,000 ",4522 Fredericksburg Rd Ste A45,4522,,Fredericks,Rd,,San Antonio,TX,78201,6598,(210) 716-5040,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4916608,-98.5508496,,Health & Allied Services,,,No,8099001,Health & Allied Services,8322002,Counselors & Counseling Services,8099002,Medical Services Organization,8322070,Mental Health Counseling Services,,,,,,,,,,,,,621999,All Other Miscellaneous Ambulatory Health Care Services,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",www.aljonfamily.com,No,2016,,,,0,604000,919491,919491,1021657,-34,0,-10,9,9,9,10,0,0,-10,Phillip,Johnson,Manager,Male,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Executive Profiles,,419 S Main Ave,419,S,Main,Ave,,San Antonio,TX,78204,,Fred Hernandez,Fred,Z,Hernandez,Owner,Male,"2,613",,"$94,483,000 ",,,,,,,,,,,(210) 227-2707,(210) 225-7751,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.42071354,-98.49486777,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,500 or more,Private,No,"50,000 or more",www.sanantonio.gov,Yes,2001,,,,0,984000,132909,132909,132909,640,0,0,16,2,2,2,700,0,0,Fred,Hernandez,Owner,Male,Administration & Operations,Richard,Oliver,Manager,Male,Administration & Operations,Martha,Gutierrez,Manager,Female,Human Resources,Victoria,Shoemaker,Manager,Female,Administration & Operations,Marcel,Lemelle,Other Contacts,Male,Legal,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,House of Neighborly Service,,407 N Calaveras,407,N,Calaveras,,,San Antonio,TX,78207,2807,Monica Deckard,Monica,,Deckard,Executive Officer,Female,16,,N/A,407 N Calaveras,407,N,Calaveras,,,San Antonio,TX,78207,2807,(210) 434-2301,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.430971,-98.524562,741153442,Child Day Care Services,,,No,8351001,Child Day Care Services,8399001,Social Services,8322064,Social Services & Welfare Organizations,8399039,Non-Profit Organizations,,,,,,,,,,,,,624410,Child Day Care Services,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,Yes,25 to 99,Private,Yes,"1,000 to 4,999",www.hnstoday.org,No,1995,,,,0,0,0,0,0,0,0,0,16,,,,0,0,0,Monica,Deckard,Executive Officer,Female,Marketing & Advertising,Nancy,Shaw,Executive Officer,Female,Marketing & Advertising,Glorie,Magrum,Executive Officer,Female,Administration & Operations,Dreyas,Ramos,Manager,Unknown,Administration & Operations,Alma,Blanco,Manager,Female,Administration & Operations,Doug,Ashbaugh,Manager,Male,Administration & Operations,Marcy,Ortega,Manager,Female,Administration & Operations,Sandra,Morales,Manager,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,City Of San Antonio Youth Services Division,,401 S Frio St,401,S,Frio,St,,San Antonio,TX,78207,4416, ,,,,,,19,,N/A,401 S Frio St,401,S,Frio,St,,San Antonio,TX,78207,4416,(210) 207-7491,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421635,-98.50551,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,9121001,Government Legislative Offices,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,921120,Legislative Bodies,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,0,0,0,0,0,0,0,19,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Child Support Unit,,400 Brady Blvd,400,,Brady,Blvd,,San Antonio,TX,78207,8036, ,,,,,,19,139,"$970,000 ",400 Brady Blvd,400,,Brady,Blvd,,San Antonio,TX,78207,8036,(210) 472-2185,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4019917,-98.5282547,,Individual & Family Social Services,Branch,,No,8322001,Individual & Family Social Services,8322095,Government Individual & Family Social Services,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,No,"1,000 to 4,999",www.oag.state.tx.us,No,,,,,0,970000,1262637,1262637,930364,-23,0,36,19,19,19,14,0,0,36,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Baptist Health System Pregnancy Testing Center,,3703 Fredericksburg Rd,3703,,Fredericks,Rd,,San Antonio,TX,78201,3216,Gary Whittington,Gary,,Whittington,Chief Financial Officer,Male,35,,"$1,916,000 ",3703 Fredericksburg Rd,3703,,Fredericks,Rd,,San Antonio,TX,78201,3216,(210) 785-4924,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4798747,-98.5420043,,Family Planning Information Centers,,,No,8322053,Family Planning Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"5,000 to 9,999",www.baptisthealthsystem.com,No,2010,,,,0,1916000,863909,863909,1063273,122,0,-19,35,13,13,16,169,0,-19,Gary,Whittington,Chief Financial Officer,Male,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,St Lukes Pregnancy Center,,3534 Fredericksburg Rd,3534,,Fredericks,Rd,,San Antonio,TX,78201,7100,Lana White,Lana,,White,Manager,Female,3,"88,968","$698,000 ",3534 Fredericksburg Rd,3534,,Fredericks,Rd,,San Antonio,TX,78201,7100,(210) 785-4924,(210) 785-0450,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.477881,-98.53888,,Medical & Health Clinics & Offices,Branch,,No,8011005,Medical & Health Clinics & Offices,8011001,Physicians & Surgeons,8049001,Health Practitioners,8322002,Counselors & Counseling Services,8322111,Pregnancy Counseling Services,,,,,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),621399,Offices of All Other Miscellaneous Health Practitioners,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,5 to 9,Public,No,Up to 999,www.lonestarmidwives.com,No,1975,,,,0,698000,550570,550570,367047,27,0,50,3,3,3,2,0,0,50,Lana,White,Manager,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"$2,500 to $7,499",,"$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Anthony Gardea Md,,315 N San Saba Ste 1135,315,N,San Saba,,,San Antonio,TX,78207,3255,Anthony Gardea,Anthony,,Gardea,Manager,Male,13,,"$719,000 ",315 N San Saba Ste 1135,315,N,San Saba,,,San Antonio,TX,78207,3255,(210) 704-4966,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4280227,-98.5004112,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2021,,,,0,705000,0,0,0,0,0,0,13,,,,0,0,0,Anthony,Gardea,Manager,Male,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Heart To Heart Counseling Services,,307 El Paso St,307,,El Paso,St,,San Antonio,TX,78207,5005, ,,,,,,9,,"$517,000 ",307 El Paso St,307,,El Paso,St,,San Antonio,TX,78207,5005,(210) 884-0365,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.418438,-98.50254,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,507000,522210,516988,0,-3,1,0,9,9,9,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
